10000.0000,-4.3050
10000.0500,-10.6966
10000.1000,11.1967
10000.1500,-5.9400
10000.2000,2.4462
10000.2500,0.5654
10000.3000,-7.8586
10000.3500,-3.1782
10000.4000,1.5046
10000.4500,-5.4718
10000.5000,3.2476
10000.5500,-8.5536
10000.6000,0.1348
10000.6500,-7.0697
10000.7000,1.1047
10000.7500,4.8256
10000.8000,1.2593
10000.8500,-0.8255
10000.9000,-9.8383
10000.9500,-2.9228
10001.0000,2.7348
10001.0500,2.2286
10001.1000,-7.1168
10001.1500,-5.9542
10001.2000,0.9883
10001.2500,3.9640
10001.3000,5.5621
10001.3500,2.3535
10001.4000,-2.7487
10001.4500,8.0340
10001.5000,-0.0818
10001.5500,5.3125
10001.6000,-6.4005
10001.6500,0.7959
10001.7000,-0.3807
10001.7500,0.2756
10001.8000,10.4374
10001.8500,4.0056
10001.9000,0.2064
10001.9500,6.2000
10002.0000,1.8917
10002.0500,-4.7989
10002.1000,-8.5583
10002.1500,-8.4226
10002.2000,-8.5365
10002.2500,-7.5222
10002.3000,-5.8906
10002.3500,-4.1459
10002.4000,6.7764
10002.4500,-2.0542
10002.5000,0.3972
10002.5500,1.3009
10002.6000,0.1489
10002.6500,1.8536
10002.7000,-2.1520
10002.7500,-4.3028
10002.8000,3.9499
10002.8500,7.2736
10002.9000,-5.3644
10002.9500,0.8971
10003.0000,5.5102
10003.0500,-7.9460
10003.1000,0.5474
10003.1500,1.6660
10003.2000,3.5405
10003.2500,-4.8443
10003.3000,-4.5039
10003.3500,1.0214
10003.4000,1.6317
10003.4500,-1.4362
10003.5000,-0.3762
10003.5500,3.2245
10003.6000,-0.0605
10003.6500,1.1771
10003.7000,0.4134
10003.7500,-1.2979
10003.8000,7.9189
10003.8500,-0.1893
10003.9000,-2.3453
10003.9500,-3.2329
10004.0000,1.9897
10004.0500,4.1488
10004.1000,-6.1367
10004.1500,1.1770
10004.2000,-0.2174
10004.2500,0.6814
10004.3000,7.4397
10004.3500,3.8994
10004.4000,-0.0055
10004.4500,0.8828
10004.5000,5.5184
10004.5500,-1.0493
10004.6000,7.4279
10004.6500,4.5387
10004.7000,1.3036
10004.7500,-6.1067
10004.8000,10.5105
10004.8500,2.4751
10004.9000,3.5226
10004.9500,0.4309
10005.0000,-4.1068
10005.0500,-0.8052
10005.1000,-12.0999
10005.1500,8.6611
10005.2000,3.2050
10005.2500,-2.2221
10005.3000,0.6718
10005.3500,-5.6489
10005.4000,-1.4142
10005.4500,0.9803
10005.5000,0.5748
10005.5500,2.7902
10005.6000,6.3847
10005.6500,6.9197
10005.7000,4.0433
10005.7500,-7.6792
10005.8000,5.4033
10005.8500,-3.7009
10005.9000,0.0258
10005.9500,2.2869
10006.0000,-3.1654
10006.0500,-5.5452
10006.1000,-6.1626
10006.1500,12.0010
10006.2000,1.4928
10006.2500,5.7319
10006.3000,4.3073
10006.3500,-2.4147
